,郵遞區號,電腦局號,局名,電腦局名,局址,郵務電話,儲匯電話
,221017,001142-8,"汐止社后郵局
汐止社后郵局",基隆42支,新北市汐止區康寧街426號,(02)2695-1315,
,221030,001143-1,"汐止龍安郵局
汐止龍安郵局",基隆43支,新北市汐止區龍安路42號,(02)2642-6626,
,221007,001144-5,"汐止厚德郵局
汐止厚德郵局",基隆44支,新北市汐止區樟樹一路224號,(02)2647-7134,
,221039,001145-9,"汐止翠柏郵局
汐止翠柏郵局",基隆45支,新北市汐止區永春一路5號,(02)2645-1457,
,221028,001146-2,"汐止南昌郵局
汐止南昌郵局",基隆46支,新北市汐止區新昌路72號,(02)2649-8837,
,221683,001147-6,"汐止建成路郵局
汐止建成路郵局",基隆47支,新北市汐止區建成路58號,(02)8691-5658,
,400700,002100-9002500-1,"臺中民權路郵局
臺中民權路郵局",臺中901支,臺中市中區民權路86號,(04)2221-5121-226,(04)2221-5121-245
,402701,002101-2,"臺中臺中路郵局
臺中臺中路郵局",臺中1支,臺中市南區台中路100號,(04)2222-6854,
,403702,002102-6,"臺中中正路郵局
臺中中正路郵局",臺中2支,臺中市西區臺灣大道一段701號,(04)2203-5080,(04)2201-6954
,414703,002103-0002505-9,"烏日郵局
烏日郵局",臺中3支,臺中市烏日區光日路123號,(04)2338-1364,
,407705,002105-7,"東海大學郵局
東海大學郵局",臺中5支,臺中市西屯區臺灣大道四段2147號,(04)2359-2748,
,413706,002106-1,"霧峰民生路郵局
霧峰民生路郵局",臺中6支,臺中市霧峰區民生路93號,(04)2339-3409,
,413708,002108-8,"霧峰郵局
霧峰郵局",臺中8支,臺中市霧峰區中正路806號,(04)2339-3034,(04)2333-9633
,428709,002109-1,"大雅清泉崗郵局
大雅清泉崗郵局",臺中9支,臺中市大雅區忠義里仁愛路100號,(04)2566-2010,
,411710,002110-3,"太平長億郵局
太平長億郵局",臺中10支,臺中市太平區長億一街53、55號,(04)2270-2910,
,412711,002111-7,"大里仁化郵局
大里仁化郵局",臺中11支,臺中市大里區至善路30號,(04)2495-0188,
,411713,002113-4,"太平坪林郵局
太平坪林郵局",臺中13支,臺中市太平區中山路一段325、327號,(04)2392-2841,
,411714,002114-8,"太平竹仔坑郵局
太平竹仔坑郵局",臺中14支,臺中市太平區光興路517、519號,(04)2271-0932,
,404715,002115-1,"臺中育才郵局
臺中育才郵局",臺中15支,臺中市北區三民路三段140號,(04)2227-0473,(04)2223-1684
,403716,002116-5,"臺中法院郵局
臺中法院郵局",臺中16支,臺中市西區自由路一段91號(臺灣臺中地方法院內),(04)2224-2784,
,402717,002117-9,"臺中國光路郵局
臺中國光路郵局",臺中17支,臺中市南區國光路297號,(04)2285-1030,(04)2287-3821
,400718,002118-2,"臺中公園路郵局
臺中公園路郵局",臺中18支,臺中市中區公園路4號,(04)2223-1784,
,408719,002119-6,"臺中南屯路郵局
臺中南屯路郵局",臺中19支,臺中市南屯區南屯路二段405號,(04)2389-0624,(04)2389-0625
,402720,002120-8,"臺中福平里郵局
臺中福平里郵局",臺中20支,臺中市南區復興路二段169號,(04)2261-1854,
,412721,002121-1002506-2,"大里郵局
大里郵局",臺中21支,臺中市大里區中興路二段212號,(04)2482-5771,(04)2482-5657
,428722,002122-5002501-4,"大雅郵局
大雅郵局",臺中22支,臺中市大雅區中清東路177號,(04)2566-2480,(04)2567-0791
,401723,002123-9,"臺中力行路郵局
臺中力行路郵局",臺中23支,臺中市東區力行路52巷5號,(04)2360-3614,
,401724,002124-2,"臺中旱溪郵局
臺中旱溪郵局",臺中24支,臺中市東區一心街403號,(04)2211-1864,
,407725,002125-6,"臺中逢甲郵局
臺中逢甲郵局",臺中25支,臺中市西屯區河南路二段268號,(04)2452-7033,
,404726,002126-0,"臺中雙十路郵局
臺中雙十路郵局",臺中26支,臺中市北區雙十路二段119號,(04)2233-2382,(04)2233-8735
,406727,002127-3,"臺中水湳郵局
臺中水湳郵局",臺中27支,臺中市北屯區四平路1號,(04)2291-4800,(04)2292-6335
,412728,002128-7,"大里內新郵局
大里內新郵局",臺中28支,臺中市大里區中興路二段520號,(04)2483-8184,
,408729,002129-1,"臺中嶺東郵局
臺中嶺東郵局",臺中29支,臺中市南屯區永春北路49號,(04)2389-8990,
,407730,002130-2,"臺中西屯郵局
臺中西屯郵局",臺中30支,臺中市西屯區黎明路三段130號,(04)2701-0016,(04)2701-3786
,404731,002131-6,"臺中五權路郵局
臺中五權路郵局",臺中31支,臺中市北區五權路311、313號,(04)2202-3810,
,412732,002132-0,"大里草湖郵局
大里草湖郵局",臺中32支,臺中市大里區中興路一段298-3號,(04)2492-3050,(04)2492-3053
,401733,002133-3,"臺中大智郵局
臺中大智郵局",臺中33支,臺中市東區建成路676、678號,(04)2282-5118,
,411734,002134-7,"太平郵局
太平郵局",臺中34支,臺中市太平區中興東路25號,(04)2279-0919,(04)2279-0912
,406735,002135-1,"臺中北屯郵局
臺中北屯郵局",臺中35支,臺中市北屯區進化北路37-1號,(04)2237-2725,(04)2237-2726
,408736,002136-4,"臺中東興路郵局
臺中東興路郵局",臺中36支,臺中市南屯區東興路二段186號,(04)2475-1984,
,404737,002137-8,"臺中漢口路郵局
臺中漢口路郵局",臺中37支,臺中市北區漢口路三段189號,(04)2296-6679,
,402738,002138-1,"臺中樹仔腳郵局
臺中樹仔腳郵局",臺中38支,臺中市南區復興路一段236號,(04)2262-6592,
,406739,002139-5,"臺中四張犁郵局
臺中四張犁郵局",臺中39支,臺中市北屯區豐樂路二段162號,(04)2422-4016,
,403740,002140-7,"臺中公益路郵局
臺中公益路郵局",臺中40支,臺中市西區公益路193號,(04)2302-0271,(04)2301-7921
,406741,002141-1,"臺中大坑口郵局
臺中大坑口郵局",臺中41支,臺中市北屯區東山路一段38-1號,(04)2231-5030,
,401742,002142-4,"臺中進化路郵局
臺中進化路郵局",臺中42支,臺中市東區進化路184、186號,(04)2212-6621,
,411743,002143-8002507-6,"太平宜欣郵局
太平宜欣郵局",臺中43支,臺中市太平區中山路四段27號,(04)2398-0539,
,407744,002144-1,"臺中何厝郵局
臺中何厝郵局",臺中44支,臺中市西屯區青海路一段83號,(04)2316-0166,(04)2316-3860
,402745,002145-5,"臺中南和路郵局
臺中南和路郵局",臺中45支,臺中市南區南和路42、44號,(04)2261-6535,
,407746,002146-9,"臺中工業區郵局
臺中工業區郵局",臺中46支,臺中市西屯區工業區六路10號,(04)2359-2387,(04)2358-0763
,408747,002147-2,"臺中黎明郵局
臺中黎明郵局",臺中47支,臺中市南屯區博愛街80巷49號,(04)2252-1074,
,406749,002149-0,"臺中敦化路郵局
臺中敦化路郵局",臺中49支,臺中市北屯區敦化路1段627號,(04)2293-9267,(04)2293-9233
,403750,002150-1,"臺中大全街郵局
臺中大全街郵局",臺中50支,臺中市西區大全街42、44、46號,(04)2371-2528,
,404753,002153-2,"臺中淡溝郵局
臺中淡溝郵局",臺中53支,臺中市北區民權路365號,(04)2205-1277,(04)2205-2532
,406754,002154-6,"臺中軍功郵局
臺中軍功郵局",臺中54支,"臺中市北屯區環中東路二段253號,255號",(04)2436-9107,
,404755,002155-0,"臺中健行路郵局
臺中健行路郵局",臺中55支,臺中市北區健行路190號,(04)2235-3673,
,412757,002157-7,"大里永隆郵局
大里永隆郵局",臺中57支,臺中市大里區永隆一街82號,(04)2406-3514,
,414759,002159-4,"烏日明道郵局
烏日明道郵局",臺中59支,臺中市烏日區仁德村信義街100號,(04)2337-7621,
,411760,002160-6,"太平永豐路郵局
太平永豐路郵局",臺中60支,臺中市太平區永豐路338號,(04)2278-2575,
,407761,002161-0,"臺中永安郵局
臺中永安郵局",臺中61支,臺中市西屯區永安里西屯路三段166-80號,(04)2461-5479,
,406763,002163-7,"臺中文心路郵局
臺中文心路郵局",臺中63支,臺中市北屯區文心路四段752號,(04)2235-6388,(04)2235-6408
,403765,002165-4002508-0,"臺中英才郵局
臺中英才郵局",臺中65支,臺中市西區民生路200號,(04)2302-2484,(04)2301-5638
,406766,002166-8,"臺中松竹郵局
臺中松竹郵局",臺中66支,臺中市北屯區松竹北路110號,(04)2243-7285,
,407767,002167-1,"臺中大隆路郵局
臺中大隆路郵局",臺中67支,臺中市西屯區大隆路60、62號,(04)2320-6379,(04)2320-1870
,414768,002168-5,"烏日溪壩郵局
烏日溪壩郵局",臺中68支,臺中市烏日區溪南路2段372號,(04)2335-6043,
,407769,002169-9,"臺中福安郵局
臺中福安郵局",臺中69支,臺中市西屯區福順路318號,(04)2463-0618,
,408770,002170-1,"臺中向上郵局
臺中向上郵局",臺中70支,臺中市南屯區向上路二段199號,(04)2387-0215,(04)2387-0220
,428771,002171-4,"大雅馬岡厝郵局
大雅馬岡厝郵局",臺中71支,臺中市大雅區西寶里昌平路四段82號,(04)2560-3740,
,428728,002228-2,"臺中中科郵局
臺中中科郵局",臺中128支,臺中市大雅區中科路6號,(04)2560-4092,
,704401,003100-5003500-7,"臺南成功路郵局
臺南成功路郵局",臺南901支,臺南市北區成功路6、8號,(06)226-7962,(06)226-5046
,702005,003101-9,"臺南西門路郵局
臺南西門路郵局",臺南1支,臺南市南區西門路一段681號,(06)222-2471,
,700022,003102-2,"臺南水交社郵局
臺南水交社郵局",臺南2支,臺南市中西區健康路一段260號,(06)214-2892,
,700008,003103-6,"臺南興華街郵局
臺南興華街郵局",臺南3支,臺南市中西區興華街37號,(06)222-6883,
,708001,003104-0,"臺南安平郵局
臺南安平郵局",臺南4支,臺南市安平區安北路125號,(06)223-5402,
,700015,003105-3,"臺南中正路郵局
臺南中正路郵局",臺南5支,臺南市中西區中正路42號,(06)222-3304,
,717005,003106-7,"仁德車路墘郵局
仁德車路墘郵局",臺南6支,臺南市仁德區中正路一段32號,(06)266-2944,
,701401,003107-1,"成功大學郵局
成功大學郵局",臺南7支,臺南市東區大學路１號（光復校區內，近大學路西段校門口）,(06)237-7908,
,710012,003108-4,"永康網寮郵局
永康網寮郵局",臺南8支,臺南市永康區小東路481、483號,(06)312-1095,
,711013,003109-8003503-8,"歸仁郵局
歸仁郵局",臺南9支,臺南市歸仁區中山路一段637號,(06)230-7454,(06)230-4904
,710056,003110-0003501-1,"永康郵局
永康郵局",臺南10支,臺南市永康區中山路78號,(06)232-2405-12,(06)232-2405-13
,710027,003111-3,"永康六甲頂郵局
永康六甲頂郵局",臺南11支,臺南市永康區中正南路160號,(06)282-9564,
,701033,003112-7,"臺南德高厝郵局
臺南德高厝郵局",臺南12支,臺南市東區崇德路678號,(06)268-1297,
,700018,003113-1,"臺南永樂郵局
臺南永樂郵局",臺南13支,臺南市中西區民族路三段282號,(06)223-4495,
,700003,003114-4,"臺南友愛街郵局
臺南友愛街郵局",臺南14支,臺南市中西區友愛街318號,(06)223-5406,
,700280,003115-8,"臺南南門路郵局
臺南南門路郵局",臺南15支,臺南市中西區南門路93號,(06)214-7235,
,717017,003116-1,"仁德太子郵局
仁德太子郵局",臺南16支,臺南市仁德區土庫路2號,(06)272-4666,
,704033,003117-5,"臺南西華郵局
臺南西華郵局",臺南17支,臺南市北區公園路176-1號,(06)228-8491,
,701001,003118-9,"臺南東城郵局
臺南東城郵局",臺南18支,臺南市東區府連路433、435號,(06)237-5408,
,704016,003119-2,"臺南開元路郵局
臺南開元路郵局",臺南19支,臺南市北區開元路162號,(06)237-1330,
,702029,003120-4003504-1,"臺南大同路郵局
臺南大同路郵局",臺南20支,臺南市南區大同路二段410號,(06)215-5409,
,710031,003121-8,"永康二王郵局
永康二王郵局",臺南21支,臺南市永康區中山南路363號,(06)232-9575,
,700006,003122-1,"臺南普濟郵局
臺南普濟郵局",臺南22支,臺南市中西區西門路二段366號,(06)223-5410,
,702018,003123-5,"臺南灣裡郵局
臺南灣裡郵局",臺南23支,臺南市南區灣裡路67號,(06)262-2411,
,717006,003124-9,"仁德二空郵局
仁德二空郵局",臺南24支,臺南市仁德區二空路65號,(06)268-2328,
,704007,003125-2,"臺南大光郵局
臺南大光郵局",臺南25支,臺南市北區長榮路五段266號,(06)251-6481,
,701017,003126-6003505-5,"臺南東門郵局
臺南東門郵局",臺南26支,臺南市東區東門路二段216號,(06)268-3290,
,717009,003127-0,"仁德郵局
仁德郵局",臺南27支,臺南市仁德區中正路二段1118號,(06)270-0982,
,701045,003128-3,"臺南東寧路郵局
臺南東寧路郵局",臺南28支,臺南市東區東寧路323號,(06)236-3607,
,704005,003129-7,"臺南北小北郵局
臺南北小北郵局",臺南29支,臺南市北區西門路四段482號,(06)251-6135,
,710037,003130-9,"永康大灣郵局
永康大灣郵局",臺南30支,臺南市永康區民族路244號,(06)271-3784,
,709019,003131-2,"臺南和順郵局
臺南和順郵局",臺南31支,臺南市安南區安和路5段119號,(06)355-9285,
,710042,003132-6,"永康鹽行郵局
永康鹽行郵局",臺南32支,臺南市永康區中正北路79號,(06)253-1054,
,702011,003133-0,"臺南鹽埕郵局
臺南鹽埕郵局",臺南33支,臺南市南區金華路一段292號,(06)261-6286,
,709001,003134-3,"臺南安順郵局
臺南安順郵局",臺南34支,臺南市安南區安和路一段430號,(06)255-5030,
,702034,003135-7,"臺南新義郵局
臺南新義郵局",臺南35支,臺南市南區安平工業區新義路1號,(06)265-4762,
,709020,003136-1,"臺南安南郵局
臺南安南郵局",臺南36支,臺南市安南區安中路三段106號,(06)256-1849,
,702006,003137-4,"臺南金華郵局
臺南金華郵局",臺南37支,臺南市南區健康路二段182號,(06)222-7221,
,709030,003138-8,"臺南海佃郵局
臺南海佃郵局",臺南38支,臺南市安南區國安街8號,(06)258-0744,
,709031,003139-1,"臺南土城郵局
臺南土城郵局",臺南39支,臺南市安南區安中路六段712號,(06)257-1208,
,701014,003140-3,"臺南小東郵局
臺南小東郵局",臺南40支,臺南市東區東和路45、47、49號,(06)237-0917,
,710039,003142-1,"永康大橋郵局
永康大橋郵局",臺南42支,臺南市永康區中華路473號1F,(06)232-0332,
,710047,003143-4,"永康崑山郵局
永康崑山郵局",臺南43支,臺南市永康區永大路二段3號,(06)271-5182,
,717018,003145-1,"仁德後壁厝郵局
仁德後壁厝郵局",臺南45支,臺南市仁德區中正路二段417、419號,(06)270-0674,
,710001,003146-5,"永康王行郵局
永康王行郵局",臺南46支,臺南市永康區永康工業區環工路6號,(06)233-8750,
,709003,003147-9,"臺南原佃郵局
臺南原佃郵局",臺南47支,臺南市安南區怡安路二段462號,(06)246-4402,
,704026,003148-2,"臺南文元郵局
臺南文元郵局",臺南48支,臺南市北區文成路765號,(06)258-5364,
,701022,003149-6,"臺南虎尾寮郵局
臺南虎尾寮郵局",臺南49支,臺南市東區自由路三段386號,(06)290-7858,(06)290-7881
,711012,003150-8,"歸仁南保郵局
歸仁南保郵局",臺南50支,臺南市歸仁區中山路三段250號1樓,(06)239-5210,
,718005,003159-1,"關廟郵局
關廟郵局",臺南59支,臺南市關廟區中央路222號,(06)595-0850,(06)595-2009
,719012,003160-2,"龍崎郵局
龍崎郵局",臺南60支,臺南市龍崎區崎頂里新市仔186號,(06)594-1365,
,718006,003161-6,"關廟文衡路郵局
關廟文衡路郵局",臺南61支,臺南市關廟區文衡路20號,(06)595-0858,
,708008,003162-0,"臺南新南郵局
臺南新南郵局",臺南62支,臺南市安平區永華三街6號,(06)299-2514,
,708202,003163-3,"臺南地方法院郵局
臺南地方法院郵局",臺南63支,臺南市安平區健康路三段308號(臺南地方法院內),(06)298-6435,
,708014,003164-7,"臺南育平郵局
臺南育平郵局",臺南64支,臺南市安平區育平路333號,(06)297-3047,
,800012,004100-1004500-3,"新興郵局
新興郵局",高雄901支,高雄市新興區中正三路177、179號,(07)221-2591,(07)251-3473
,813016,004101-5,"左營華夏路郵局
左營華夏路郵局",高雄1支,高雄市左營區華夏路390號,(07)341-5636,
,802634,004102-9,"苓雅郵局
苓雅郵局",高雄2支,高雄市苓雅區成功一路134號,(07)333-0818,
,805002,004103-2,"旗津郵局
旗津郵局",高雄3支,高雄市旗津區中洲三路817號,(07)571-7832,(07)571-3751
,803004,004105-0,"鹽埕郵局
鹽埕郵局",高雄5支,高雄市鹽埕區五福四路133號,(07)551-0421,(07)551-4658
,811026,004106-3004504-8,"楠梓郵局
楠梓郵局",高雄6支,高雄市楠梓區楠梓新路247號,(07)351-7250,(07)351-1744
,813006,004107-7004505-1,"左營郵局
左營郵局",高雄7支,高雄市左營區實踐路43號,(07)581-0018,
,807001,004108-1,"高雄站前郵局
高雄站前郵局",高雄8支,高雄市三民區建國三路2-2號,(07)286-7211,
,804002,004109-4,"鼓山郵局
鼓山郵局",高雄9支,高雄市鼓山區臨海二路17號,(07)551-6044,
,801649,004110-6,"前金郵局
前金郵局",高雄10支,高雄市前金區六合二路147號,(07)285-5808,
,804012,004111-0,"高雄內惟郵局
高雄內惟郵局",高雄11支,高雄市鼓山區九如四路1020、1022號,(07)561-3543,
,814040,004112-3,"仁武台塑郵局
仁武台塑郵局",高雄12支,高雄市仁武區水管路100-1號,(07)372-2811,
,813007,004113-7,"左營南站郵局
左營南站郵局",高雄13支,高雄市左營區左營大路75號,(07)581-3816,
,813009,004114-1,"左營果貿郵局
左營果貿郵局",高雄14支,高雄市左營區翠峰路2號,(07)582-0716,
,801751,004116-8,"高雄社東郵局
高雄社東郵局",高雄16支,高雄市前金區自強二路104之1號,(07)272-6714,(07)281-5201
,807020,004117-1,"高雄德智郵局
高雄德智郵局",高雄17支,高雄市三民區熱河一街84、86號,(07)311-7501,
,806604,004118-5,"前鎮郵局
前鎮郵局",高雄18支,高雄市前鎮區前鎮街92號,(07)821-4865,
,802721,004119-9,"高雄市府郵局
高雄市府郵局",高雄19支,高雄市苓雅區四維三路2號(市政大樓1樓),(07)331-8950,
,804006,004120-1,"高雄鼓岩郵局
高雄鼓岩郵局",高雄20支,高雄市鼓山區鼓山二路166-12、13號,(07)561-4812,
,806601,004121-4,"高雄廣澤郵局
高雄廣澤郵局",高雄21支,高雄市前鎮區三多三路139號,(07)333-3961,
,803001,004123-1,"高雄府北郵局
高雄府北郵局",高雄23支,高雄市鹽埕區七賢二路470號,(07)561-3431,
,807003,004124-5,"高雄三塊厝郵局
高雄三塊厝郵局",高雄24支,高雄市三民區中華三路270號,(07)286-5203,(07)286-6716
,811001,004125-9,"楠梓莒光郵局
楠梓莒光郵局",高雄25支,高雄市楠梓區新昌街53、55號,(07)361-2330,
,806614,004126-2,"前鎮科技園區郵局
前鎮科技園區郵局",高雄26支,高雄市前鎮區中四路1號(前鎮科技產業園區內),(07)821-8017,
,800314,004127-6,"高雄青年郵局
高雄青年郵局",高雄27支,高雄市新興區復興二路171號,(07)282-5716,(07)282-7498
,807057,004128-0,"高雄灣仔內郵局
高雄灣仔內郵局",高雄28支,高雄市三民區建工路679、681號,(07)386-2656,(07)382-1357
,812003,004129-3004506-5,"小港郵局
小港郵局",高雄29支,高雄市小港區小港一街1號,(07)821-8605,
,802561,004130-5,"高雄師大郵局
高雄師大郵局",高雄30支,高雄市苓雅區和平一路116號(高雄師範大學內),(07)751-1343,
,807011,004132-2,"高雄九如二路郵局
高雄九如二路郵局",高雄32支,高雄市三民區九如二路661、663號,(07)322-0780,(07)312-8294
,802025,004133-6,"高雄五塊厝郵局
高雄五塊厝郵局",高雄33支,高雄市苓雅區三多一路237號,(07)761-4810,
,815007,004134-0004507-9,"大社郵局
大社郵局",高雄34支,高雄市大社區自強街9號,(07)353-1730,(07)351-1348
,811033,004135-3,"楠梓藍田郵局
楠梓藍田郵局",高雄35支,高雄市楠梓區藍昌路430號,(07)364-6624,
,806601,004136-7004508-2,"高雄西甲郵局
高雄西甲郵局",高雄36支,高雄市前鎮區復興三路94號,(07)334-3490,
,812201,004137-1,"小港機場郵局
小港機場郵局",高雄37支,高雄市小港區中山四路2號(小港國際機場內),(07)801-1918,
,806604,004138-4,"高雄草衙郵局
高雄草衙郵局",高雄38支,高雄市前鎮區草衙一路78、80號,(07)821-2582,
,806016,004139-8,"高雄籬仔內郵局
高雄籬仔內郵局",高雄39支,高雄市前鎮區瑞隆路482號,(07)771-1009,(07)725-3095
,802320,004140-0,"高雄正言郵局
高雄正言郵局",高雄40支,高雄市苓雅區中正一路322、324號,(07)751-8290,
,800009,004141-3,"高雄順昌郵局
高雄順昌郵局",高雄41支,高雄市新興區七賢一路104、106號,(07)222-3287,
,802662,004142-7,"高雄林華郵局
高雄林華郵局",高雄42支,高雄市苓雅區三多二路249號,(07)771-6170,(07)761-8875
,811009,004143-1,"楠梓右昌郵局
楠梓右昌郵局",高雄43支,高雄市楠梓區右昌街347號,(07)361-4445,
,806604,004144-4,"高雄佛公郵局
高雄佛公郵局",高雄44支,高雄市前鎮區后安路147號,(07)831-6006,
,812039,004145-8,"高雄大林蒲郵局
高雄大林蒲郵局",高雄45支,高雄市小港區鳳林路82號,(07)871-1345,
,804055,004146-1,"高雄前峰郵局
高雄前峰郵局",高雄46支,高雄市鼓山區九如四路2008、2010號,(07)581-8612,
,812401,004147-5,"高雄中鋼郵局
高雄中鋼郵局",高雄47支,高雄市小港區中鋼路1號〈中鋼公司福利社內〉,(07)802-0283,
,807046,004148-9,"高雄民族社區郵局
高雄民族社區郵局",高雄48支,高雄市三民區九如一路952號,(07)382-2625,
,807399,004149-2,"高雄站後郵局
高雄站後郵局",高雄49支,高雄市三民區博愛一路28號,(07)311-4521,
,807031,004150-4,"高雄大順郵局
高雄大順郵局",高雄50支,高雄市三民區大順二路207號,(07)384-7163,
,812402,004151-8,"高雄台船郵局
高雄台船郵局",高雄51支,高雄市小港區中鋼路3號(台船公司內),(07)802-1442,
,814013,004152-1004509-6,"仁武郵局
仁武郵局",高雄52支,高雄市仁武區中正路115號,(07)371-6005,
,807056,004153-5,"高雄建工郵局
高雄建工郵局",高雄53支,高雄市三民區大昌二路513、515、517號,(07)383-5089,
,807375,004154-9,"高雄博愛路郵局
高雄博愛路郵局",高雄54支,高雄市三民區博愛一路372號1樓,(07)322-5576,
,813018,004155-2004510-8,"左營新莊仔郵局
左營新莊仔郵局",高雄55支,高雄市左營區富民路356號,(07)556-1083,(07)557-7411
,807070,004156-6,"高雄鼎泰郵局
高雄鼎泰郵局",高雄56支,高雄市三民區民族一路519號,(07)342-5127,
,811299,004157-0,"海軍官校郵局
海軍官校郵局",高雄57支,高雄市楠梓區軍校路669號,(07)582-7759,
,806602,004158-3,"高雄英德街郵局
高雄英德街郵局",高雄58支,高雄市前鎮區英德街149號,(07)771-5893,
,804201,004159-7,"中山大學郵局
中山大學郵局",高雄59支,高雄市鼓山區蓮海路70號(西子灣國立中山大學內),(07)525-0829,
,802007,004160-9004511-1,"高雄武廟郵局
高雄武廟郵局",高雄60支,高雄市苓雅區武廟路83號,(07)723-3650,
,807033,004161-2,"高雄民壯郵局
高雄民壯郵局",高雄61支,高雄市三民區民壯路16、18、20、22號,(07)386-1194,
,812009,004162-6,"高雄二苓郵局
高雄二苓郵局",高雄62支,高雄市小港區中山四路7、9、11號,(07)801-3486,
,807066,004163-0,"高雄大昌郵局
高雄大昌郵局",高雄63支,高雄市三民區大昌一路258號,(07)389-8502,
,802675,004164-3,"高雄文化中心郵局
高雄文化中心郵局",高雄64支,高雄市苓雅區光華一路148-30號,(07)715-2673,
,804012,004165-7,"高雄民強郵局
高雄民強郵局",高雄65支,高雄市鼓山區九如四路636、638號,(07)561-5354,
,811016,004166-1,"楠梓後勁郵局
楠梓後勁郵局",高雄66支,高雄市楠梓區後昌路128號,(07)361-3972,
,807577,004167-4,"高雄義民郵局
高雄義民郵局",高雄67支,高雄市三民區大豐二路203號,(07)386-8148,
,804051,004168-8,"高雄瑞豐郵局
高雄瑞豐郵局",高雄68支,高雄市鼓山區中華一路316之3號,(07)552-9669,
,800004,004169-1,"高雄新田郵局
高雄新田郵局",高雄69支,高雄市新興區新田路133號,(07)215-8772,
,811605,004170-3,"楠梓亞洲城郵局
楠梓亞洲城郵局",高雄70支,高雄市楠梓區壽民路222號,(07)363-9199,
,807378,004172-1,"高雄醫學大學郵局
高雄醫學大學郵局",高雄72支,高雄市三民區十全一路100號(高雄醫學大學內),(07)321-7467,
,804614,004173-4,"高雄高分院郵局
高雄高分院郵局",高雄73支,高雄市鼓山區明誠三路586號(高等法院高雄分院內),(07)553-5869,
,813414,004174-8,"左營榮總郵局
左營榮總郵局",高雄74支,高雄市左營區大中一路386號(榮總高雄分院內),(07)345-5239,
,812035,004175-1,"高雄高松郵局
高雄高松郵局",高雄75支,高雄市小港區高鳳路33-3、33-4號,(07)803-5049,
,801762,004176-5,"高雄地方法院郵局
高雄地方法院郵局",高雄76支,高雄市前金區市中一路171號(高雄地院內),(07)216-8291,
,805006,004177-9,"高雄中洲郵局
高雄中洲郵局",高雄77支,高雄市旗津區旗津二路243號,(07)571-8784,
,812020,004178-2,"高雄宏平郵局
高雄宏平郵局",高雄78支,高雄市小港區宏平路322號,(07)803-1143,
,807076,004179-6,"高雄鼎金郵局
高雄鼎金郵局",高雄79支,高雄市三民區鼎強街264、266號,(07)347-4504,
,807005,004181-1,"高雄中都郵局
高雄中都郵局",高雄81支,高雄市三民區力行路89、91號,(07)321-1086,
,804605,004182-5,"高雄凹仔底郵局
高雄凹仔底郵局",高雄82支,高雄市鼓山區明華路317號1樓,(07)552-7141,
,811022,004183-9,"楠梓建楠郵局
楠梓建楠郵局",高雄83支,高雄市楠梓區建楠路3號,(07)352-3590,
,806602,004184-2,"高雄崗山仔郵局
高雄崗山仔郵局",高雄84支,高雄市前鎮區瑞北路39號,(07)722-4150,
,812050,004185-6,"高雄中林子郵局
高雄中林子郵局",高雄85支,高雄市小港區中智街1號,(07)871-6064,
,840203,004186-0,"義守大學郵局
義守大學郵局",高雄86支,高雄市大樹區學城路1段1號(義守大學內),(07)657-7328,
,812675,004187-3,"高雄桂林郵局
高雄桂林郵局",高雄87支,高雄市小港區桂華街130號,(07)791-5275,
,813371,004188-7,"左營菜公郵局
左營菜公郵局",高雄88支,高雄市左營區博愛三路520、522、524、526號,(07)345-5598,
,813031,004189-1,"左營福山郵局
左營福山郵局",高雄89支,高雄市左營區自由四路332號,(07)359-8435,
,814240,004190-2,"仁武仁雄郵局
仁武仁雄郵局",高雄90支,高雄市仁武區仁忠路79、81號,(07)374-0875,
,811512,004191-6,"高雄高等行政法院郵局
高雄高等行政法院郵局",高雄91支,高雄市楠梓區興楠路180號(高雄高等行政法院內),(07)355-0418,
,813011,004192-0,"高雄郵件中心郵局
高雄郵件中心郵局",高雄92支,高雄市左營區民族一路853號,(07)310-9655,
,811014,004193-3,"楠梓翠屏郵局
楠梓翠屏郵局",高雄93支,高雄市楠梓區德祥路129、131號,(07)360-3893,
,806604,004194-7,"高雄君毅郵局
高雄君毅郵局",高雄94支,高雄市前鎮區中華五路963號,(07)537-3542,
,814036,004195-1,"仁武八德郵局
仁武八德郵局",高雄95支,高雄市仁武區八德南路396號,(07)373-3510,
,825006,004263-5,"橋頭新市鎮郵局
橋頭新市鎮郵局",高雄163支,高雄市橋頭區經武路911號,(07)612-1015,
,811646,004264-9,"楠梓科技園區郵局
楠梓科技園區郵局",高雄164支,高雄市楠梓區加昌路600-11號(楠梓科技產業園區內),(07)361-9568,
,811726,004265-2,"高雄大學郵局
高雄大學郵局",高雄165支,高雄市楠梓區高雄大學路700號(學生活動中心1樓),(07)591-9199,
,600013,005100-8005500-0,"嘉義文化路郵局
嘉義文化路郵局",嘉義901支,嘉義市東區文化路134號,(05)225-9408,(05)222-7881
,600011,005101-1,"嘉義中山路郵局
嘉義中山路郵局",嘉義1支,嘉義市東區中山路107號,(05)278-5145,
,608009,005102-5,"水上南靖郵局
水上南靖郵局",嘉義2支,嘉義縣水上鄉三鎮村三鎮路1號,(05)268-2035,
,608007,005103-9,"水上中庄郵局
水上中庄郵局",嘉義3支,嘉義縣水上鄉中庄村中庄61-61號,(05)289-0344,
